wix-to-hubspot-match-report
Keep;wix_title;wix_url;wix_merke;wix_modell;wix_year;wix_length_ft;wix_sold;wix_updated;match_status;slug_matches;signature_matches;match_details
X;Askeladden C83;askeladden-c83;Askeladden;C83;2021;27 fot;sold;2025-07-09;EXACT_SLUG_PLUS_SIG_DUPES;1;6;id=351443280105 path=askeladden-c83 brand=Askeladden model=Askeladden C83 year=2021 status=None act=yes ||| id=351481028825 path=askeladden-c80-cruiser brand=Askeladden model=C80 Cruiser year=2021 status=None act=yes ||| id=351475308733 path=askeladden-c83-2 brand=Askeladden model=Askeladden c83 year=2021 status=None act=yes ||| id=351479077109 path=askeladden-c80-2 brand=Askeladden model=C80 Cruiser year=2021 status=None act=yes ||| id=351443185880 path=askeladden-c80-cruiser-2 brand=Askeladden model=Askeladden C80 Cruiser  year=2021 status=None act=yes ||| id=351443201240 path=askeladden-c83-cruiser-tsi-2 brand=Askeladden model=Askeladden C83 Cruiser TSI year=2021 status=None act=yes ||| id=379030791369 path=None brand=Askeladden model=None year=2021 status=None act=None
;Bertram 37 Convertible;bertram-37-convertible;Bertram;37 Convertible;1992;37 fot;sold;2020-06-02;NO_MATCH_IN_HUBSPOT;0;0;
;Cranchi 47 Mediterranee;cranchi-47-mediterranee;Cranchi;47 Mediterranee;2005;47 fot;sold;2025-12-17;SIGNATURE_MATCH_ONLY;0;1;id=351443281089 path=cranchi-mediterranee brand=Cranchi model=Mediterranee 47 year=2005 status=None act=yes
;Goldfish 30 Sport - 2022 #023;goldfish-30-sport---2022-%23023;Goldfish;30 Sport;2022;32 fot;sold;2024-05-30;MULTIPLE_SIG_CANDIDATES;0;6;id=351481042122 path=goldfish-30-sport brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351481042124 path=goldfish-30-sport-2 brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351456244951 path=goldfish-28-tender-4 brand=Goldfish model=28 Tender year=2022 status=for-sale act=yes ||| id=351419699407 path=goldfish-28-tender-064 brand=Goldfish model=28 Tender year=2022 status=None act=yes ||| id=351443201246 path=goldfish-x9-expedition brand=Goldfish model=Goldfish X9 Expedition  year=2022 status=None act=yes ||| id=351445109976 path=goldfish-28-tender-8 brand=Goldfish model=28 Tender year=2022 status=None act=yes
;Pardo P43;pardo-p43;Pardo;P43;2024;46 fot;;2024-06-06;SIGNATURE_MATCH_ONLY;0;1;id=351456244957 path=pardo-43 brand=Pardo model=43 year=2024 status=None act=yes
;Paragon 25 Cabin;paragon-25-cabin;Paragon;25 Cabin;2017;28 fot;sold;2019-05-15;EXACT_SLUG_MATCH;1;0;id=351481058520 path=paragon-25-cabin brand=Paragon model=Paragon 25 Cabin year=2009 status=None act=yes
;Boston Whaler 370 Outrage;boston-whaler-370-outrage;Boston Whaler;370 Outrage;2012;37 fot;sold;2019-05-15;NO_MATCH_IN_HUBSPOT;0;0;
x;Goldfish 23 Tender mkIII;goldfish-23-tender-mkiii;Goldifsh;23 Tender mkIII;2021;25 fot;sold;2023-07-15;NO_MATCH_IN_HUBSPOT;0;0;
;Goldfish 28 Tender #069;goldfish-28-tender-%23069;Goldfish;28 Tender;2023;30 fot;sold;2025-07-28;MULTIPLE_SIG_CANDIDATES;0;6;id=351479119073 path=goldfish-30-sport-2023 brand=Goldfish model=30 Sport year=2023 status=None act=yes ||| id=351484705011 path=goldfish-30-sport-t-top brand=Goldfish model=30 Sport T-Top year=2023 status=None act=yes ||| id=351475307767 path=goldfish-28-bullet brand=Goldfish model=28 Bullet year=2023 status=None act=yes ||| id=351475308734 path=goldfish-28-tender-6 brand=Goldfish model=28 Tender year=2023 status=None act=yes ||| id=351479078079 path=goldfish-23-tender-2023 brand=Goldfish model=Tender 23 year=2023 status=None act=yes ||| id=351443214534 path=goldfish-28-tender-7 brand=Goldfish model=Goldfish 28 Tender year=2023 status=None act=yes
;Goldfish 23 Tender;goldfish-23-tender;Goldfish;23 Tender;2014;25 fot;sold;2020-02-03;EXACT_SLUG_MATCH;1;0;id=351443201222 path=goldfish-23-tender brand=Goldfish model=Goldfish 23 Tender year=None status=None act=yes
X;Nimbus 300R;nimbus-300r;Nimbus;300R;2006;30 fot;sold;2020-02-03;EXACT_SLUG_PLUS_SIG_DUPES;1;3;id=351443213556 path=nimbus-300r brand=Nimbus model=Nimbus 300R year=None status=None act=yes ||| id=351479119065 path=nimbus-300r-11 brand=Nimbus model=300R year=2006 status=None act=yes ||| id=351443293421 path=nimbus-nova-42 brand=Nimbus model=Nimbus Nova 42 year=2006 status=None act=yes ||| id=351445109971 path=nimbus-320-coupe-7 brand=Nimbus model=Nimbus 320 Coupe  year=2006 status=None act=yes
;Marex 280 Holiday;marex-280-holiday;Marex;280 Holiday;2002;29 fot;sold;2020-02-03;EXACT_SLUG_MATCH;1;0;id=351482888426 path=marex-280-holiday brand=Marex model=Marex 280 Holiday year=None status=None act=yes
;Goldfish 30 Sport - 2021 #009;goldfish-30-sport---2021-%23009;Goldfish;30 Sport;2021;32 fot;sold;2025-06-24;MULTIPLE_SIG_CANDIDATES;0;10;id=255461728478 path=25078-Goldfish-28-Bullet brand=Goldfish model=28 Bullet year=2021 status=for-sale act=no ||| id=351443310804 path=goldfish-23-tender-3 brand=Goldfish model=23 Tender year=2021 status=for-sale act=yes ||| id=351482888438 path=23004-goldfish-28-tender brand=Goldfish model=28 Tender year=2021 status=None act=yes ||| id=351475307751 path=23035-goldfish-30-sport brand=Goldfish model=30 Sport year=2021 status=None act=yes ||| id=351456244949 path=goldfish-30-sport-09 brand=Goldfish model=Goldfish 30 Sport #09 year=2021 status=None act=yes ||| id=351475307763 path=goldfish-30-sport-walstad brand=Goldfish model=30 Sport year=2021 status=None act=yes ||| id=351479078076 path=goldfish-28-tender-050 brand=Goldfish model=28 Tender year=2021 status=None act=yes ||| id=351482911944 path=goldfish-30-sport-3 brand=Goldfish model=30 Sport year=2021 status=sold act=no ||| id=351443263688 path=goldfish-28-bullet-024 brand=Goldfish model=28 Bullet year=2021 status=for-sale act=yes ||| id=415039514870 path=None brand=Goldfish model=30 Sport year=2021 status=None act=None
;Goldfish 28 Tender #60;goldfish-28-tender-%2360;Goldfish;28 Tender;2022;30 fot;;2025-07-04;MULTIPLE_SIG_CANDIDATES;0;6;id=351481042122 path=goldfish-30-sport brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351481042124 path=goldfish-30-sport-2 brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351456244951 path=goldfish-28-tender-4 brand=Goldfish model=28 Tender year=2022 status=for-sale act=yes ||| id=351419699407 path=goldfish-28-tender-064 brand=Goldfish model=28 Tender year=2022 status=None act=yes ||| id=351443201246 path=goldfish-x9-expedition brand=Goldfish model=Goldfish X9 Expedition  year=2022 status=None act=yes ||| id=351445109976 path=goldfish-28-tender-8 brand=Goldfish model=28 Tender year=2022 status=None act=yes
;Hydrolift C-27;hydrolift-c-27;Hydrolift;C-27;2009;27 fot;;2025-07-19;EXACT_SLUG_MATCH;1;0;id=351481095386 path=hydrolift-c-27 brand=Hydrolift model=C-27 year=2009 status=for-sale act=yes
;Targa 44 Fly;targa-44-fly;Targa;44 Fly;2012;44 fot;sold;2024-01-26;SIGNATURE_MATCH_ONLY;0;1;id=351443171563 path=targa-271-5 brand=Targa model=27.1 year=2012 status=None act=yes
;Fleming 58;fleming-58;Fleming;58;2015;62 fot;sold;2024-08-30;SIGNATURE_MATCH_ONLY;0;1;id=351482889402 path=22027-fleming-58 brand=Fleming model=58 year=2015 status=None act=yes
;Nimbus 320 Coupè - 2003;nimbus-320-coup%C3%A8---2003;Nimbus;320 Coupé;2003;32 fot;sold;2020-03-14;MULTIPLE_SIG_CANDIDATES;0;6;id=351443293420 path=nimbus-33-nova-2 brand=Nimbus model=Nimbus 33 Nova year=2003 status=None act=yes ||| id=351390253245 path=nimbus-nova-300r brand=Nimbus model=Nimbus Nova 300R year=2003 status=None act=yes ||| id=351484720356 path=nimbus-nova-33 brand=Nimbus model=Nimbus Nova 33 year=2003 status=None act=yes ||| id=351481095403 path=nimbus-33-nova-3 brand=Nimbus model=Nimbus 33 Nova year=2003 status=None act=yes ||| id=351481058537 path=nimbus-nova-33-2 brand=Nimbus model=Nimbus Nova 33 year=2003 status=None act=yes ||| id=351443185871 path=nimbus-nova-230r brand=Nimbus model=Nova 230R year=2003 status=None act=yes
X;Nordkapp 720 Noblesse;nordkapp-720-noblesse;Nordkapp;720 Noblesse;2022;23 fot;sold;2022-07-05;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351443310789 path=nordkapp-720-noblesse brand=Nordkapp model=Nordkapp 720 Noblesse year=None status=None act=yes ||| id=350048534744 path=nordkapp-705 brand=Nordkapp model=705 year=2022 status=None act=yes
X;Paragon 25 Cabin;paragon-25-cabin;Paragon;25 Cabin;2009;25 fot;sold;2025-10-30;EXACT_SLUG_PLUS_SIG_DUPES;1;2;id=351481058520 path=paragon-25-cabin brand=Paragon model=Paragon 25 Cabin year=2009 status=None act=yes ||| id=351443089646 path=paragon-31-fly-3 brand=Paragon model=Paragon 31 fly year=2009 status=None act=yes ||| id=351481058528 path=paragon-31-fly-4 brand=Paragon model=31 Fly year=2009 status=None act=yes
X;Goldfish 28 Tender;goldfish-28-tender;Goldfish;28 Tender;2011;30 fot;sold;2020-02-03;EXACT_SLUG_PLUS_SIG_DUPES;1;4;id=351443141853 path=goldfish-28-tender brand=Goldfish model=Goldfish 28 Tender year=None status=None act=yes ||| id=351479077103 path=goldfish-tender-28-nr-001 brand=Goldfish model=Tender 28 year=2011 status=sold act=yes ||| id=351479078075 path=goldfish-29-rib-tender brand=Goldfish model=29 RIB Tender year=2011 status=for-sale act=yes ||| id=351390253247 path=goldfish-29-rib-tender-2 brand=Goldfish model=Goldfish 29 RIB tender year=2011 status=None act=yes ||| id=351446910184 path=goldfish-29-rib-tender-3 brand=Goldfish model=Goldfish 29 RIB Tender year=2011 status=None act=yes
X;Axopar 28 Cabin;axopar-28-cabin;Axopar;28 Cabin;2022;28 fot;sold;2024-01-26;EXACT_SLUG_PLUS_SIG_DUPES;1;7;id=351390252280 path=axopar-28-cabin brand=Axopar model=Axopar 28 Cabin year=2022 status=None act=yes ||| id=351482889416 path=23005-axopar-28-cabin brand=Axopar model=28 Open year=2022 status=None act=yes ||| id=351475307753 path=axopar-spyder-revolve-22 brand=Axopar model=Spyder Revolve 22 year=2022 status=None act=yes ||| id=351443090621 path=axopar-37-cross-cabin brand=Axopar model=Axopar 37 Cross cabin year=2022 status=None act=yes ||| id=351481095402 path=axopar-28-cabin-4 brand=Axopar model=Axopar 28 Cabin year=2022 status=None act=yes ||| id=351443262708 path=axopar-28-cabin-brabus brand=Axopar model=28 Cabin year=2022 status=for-sale act=no ||| id=408466569450 path=None brand=Axopar model=28 Open Cabin year=2022 status=None act=None ||| id=425582495941 path=None brand=Axopar model=28 Aft Cabin year=2022 status=None act=None
;Goldfish 28 Bullet #024;goldfish-28-bullet-%23024;Goldfish;28 Bullet;2021;28 fot;;2025-09-17;MULTIPLE_SIG_CANDIDATES;0;10;id=255461728478 path=25078-Goldfish-28-Bullet brand=Goldfish model=28 Bullet year=2021 status=for-sale act=no ||| id=351443310804 path=goldfish-23-tender-3 brand=Goldfish model=23 Tender year=2021 status=for-sale act=yes ||| id=351482888438 path=23004-goldfish-28-tender brand=Goldfish model=28 Tender year=2021 status=None act=yes ||| id=351475307751 path=23035-goldfish-30-sport brand=Goldfish model=30 Sport year=2021 status=None act=yes ||| id=351456244949 path=goldfish-30-sport-09 brand=Goldfish model=Goldfish 30 Sport #09 year=2021 status=None act=yes ||| id=351475307763 path=goldfish-30-sport-walstad brand=Goldfish model=30 Sport year=2021 status=None act=yes ||| id=351479078076 path=goldfish-28-tender-050 brand=Goldfish model=28 Tender year=2021 status=None act=yes ||| id=351482911944 path=goldfish-30-sport-3 brand=Goldfish model=30 Sport year=2021 status=sold act=no ||| id=351443263688 path=goldfish-28-bullet-024 brand=Goldfish model=28 Bullet year=2021 status=for-sale act=yes ||| id=415039514870 path=None brand=Goldfish model=30 Sport year=2021 status=None act=None
;Sunseeker 44 Camargue;sunseeker-44-camargue;Sunseeker;44 Camargue;2000;44 fot;sold;2024-06-06;EXACT_SLUG_MATCH;1;0;id=351481042110 path=sunseeker-44-camargue brand=Sunseeker model=44 Camargue year=2000 status=None act=yes
X;Nimbus 230R;nimbus-230r;Nimbus;230R;2006;23 fot;sold;2019-07-18;EXACT_SLUG_PLUS_SIG_DUPES;1;3;id=351388463331 path=nimbus-230r brand=Nimbus model=Nimbus 230R year=None status=None act=yes ||| id=351479119065 path=nimbus-300r-11 brand=Nimbus model=300R year=2006 status=None act=yes ||| id=351443293421 path=nimbus-nova-42 brand=Nimbus model=Nimbus Nova 42 year=2006 status=None act=yes ||| id=351445109971 path=nimbus-320-coupe-7 brand=Nimbus model=Nimbus 320 Coupe  year=2006 status=None act=yes
;Riva Dolceriva 48;riva-dolceriva-48;Riva;Dolceriva 48;2022;49 fot;;2025-05-06;EXACT_SLUG_MATCH;1;0;id=351456244966 path=riva-dolceriva-48 brand=Riva model=Dolceriva 48 year=2022 status=for-sale act=yes
;Targa 27.1;targa-27.1;Targa;27.1;2008;29 fot;sold;2020-07-21;NO_MATCH_IN_HUBSPOT;0;0;
;Goldfish 32 SC 2001;goldfish-32-sc-2001;Goldfish;32 SC;2001;32 fot;;2025-08-22;MULTIPLE_SIG_CANDIDATES;0;2;id=351443214548 path=goldfish-32-sportcruiser brand=Goldfish model=Goldfish 32 Sportcruiser year=2001 status=None act=yes ||| id=351419699391 path=goldfish-32-sc-017 brand=Goldfish model=32 SC year=2001 status=for-sale act=yes
;Chris-Craft 25 Corsair 2008;chris-craft-25-corsair-2008;Chris-Craft;25 Corsair;2008;27 fot;sold;2021-09-03;NO_MATCH_IN_HUBSPOT;0;0;
;Fjord 40 Open;fjord-40-open;Fjord;40 Open;2007;40 fot;sold;2023-07-03;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351417864402 path=fjord-40-open brand=Fjord model=40 Open year=None status=None act=yes ||| id=351481028811 path=22028-fjord-40-open brand=Fjord model=40 Open year=2007 status=None act=yes
;Bavaria 37 Cruiser - 2006;bavaria-37-cruiser---2006;Bavaria;37 Cruiser;2006;37 fot;sold;2021-11-10;MULTIPLE_SIG_CANDIDATES;0;4;id=351481028816 path=23030-bavaria-37-crusier brand=Bavaria model=23030 - Bavaria 37 Crusier year=2006 status=None act=yes ||| id=351481042117 path=24013-bavaria-39-cr brand=Bavaria model=Cruiser year=2006 status=None act=yes ||| id=351443262709 path=bavaria-37-cruiser-7 brand=Bavaria model=37 Cruiser year=2006 status=None act=yes ||| id=398898745531 path=None brand=Bavaria model=None year=2006 status=None act=None
;Fjord Terne 24;fjord-terne-24;Fjord Terne;24;2006;24 fot;sold;2025-08-08;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351479119074 path=fjord-terne-24 brand=Fjord Terne model=24 year=1997 status=None act=yes ||| id=351479077113 path=fjord-terne-24-2 brand=Fjord Terne model=Fjord Terne 24 year=2006 status=None act=yes
;Bavaria E34 Fly;bavaria-e34-fly;Bavaria;E34 Fly;2019;34 fot;sold;2024-01-26;MULTIPLE_SIG_CANDIDATES;0;3;id=351482889412 path=23003-bavaria-e34-fly brand=Bavaria model=E34 Fly year=2019 status=None act=yes ||| id=351443263689 path=bavaria-s45-coupe brand=Bavaria model=Bavaria S45 Coupe year=2019 status=None act=yes ||| id=369245270246 path=None brand=Bavaria model=Bavaria year=2019 status=None act=None
;Nimbus 230R - 2007;nimbus-230r---2007;Nimbus;230R;2007;23 fot;;2025-09-08;MULTIPLE_SIG_CANDIDATES;0;4;id=351443229934 path=nimbus-230r-3 brand=Nimbus model=Nimbus 230R year=2007 status=None act=yes ||| id=351482911938 path=nimbus-nova-300-mkii brand=Nimbus model=Nimbus Nova 300# MKII year=2007 status=None act=yes ||| id=351443262695 path=nimbus-230r-6 brand=Nimbus model=230R year=2007 status=for-sale act=yes ||| id=351445109982 path=nimbus-38-commander brand=Nimbus model=Nimbus 38 Commander  year=2007 status=None act=yes
;Nord West 370 Coupé;nord-west-370-coup%C3%A9;Nord West;370 Coupé;2010;36 fot;sold;2026-01-05;SIGNATURE_MATCH_ONLY;0;1;id=351484720350 path=nord-west-370-coupe brand=Nord West model=370 Coupe year=2010 status=sold act=yes
;Riva 76 Perseo;riva-76-perseo;Riva;76 Perseo;2017;76 fot;sold;2021-07-20;NO_MATCH_IN_HUBSPOT;0;0;
X;Paragon 31 Fly;paragon-31-fly;Paragon;31 Fly;2014;34 fot;sold;2025-06-18;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351479119064 path=paragon-31-fly brand=Paragon model=31 Fly year=2014 status=None act=yes ||| id=351443185872 path=paragon-ranger-25 brand=Paragon model=Paragon Ranger 25  year=2014 status=None act=yes
;Goldfish 29 Sport - 2020;goldfish-29-sport---2020;Goldfish;29 Sport;2020;30 feet;sold;2021-05-18;MULTIPLE_SIG_CANDIDATES;0;5;id=351482889408 path=23002-goldfish-23-tender brand=Goldfish model=23 Tender year=2020 status=None act=yes ||| id=351456244954 path=24019-goldfish-28-tender-2x450 brand=Goldfish model=28 Tender year=2020 status=None act=yes ||| id=351390252278 path=goldfish-23 brand=Goldfish model=Goldfish 23 year=2020 status=None act=yes ||| id=351484720359 path=goldfish-29-sport-4 brand=Goldfish model=Goldfish 29 sport year=2020 status=None act=yes ||| id=351443090620 path=goldfish-28-bullet-3 brand=Goldfish model=28 Bullet year=2020 status=None act=yes
;Aquador 26 DC;aquador-26-dc;Aquador;26 DC;2012;26 fot;sold;2020-06-05;EXACT_SLUG_MATCH;1;0;id=351482888435 path=aquador-26-dc brand=Aquador model=Aquador 26 DC year=None status=None act=yes
;Nordkapp 705 Enduro;nordkapp-705-enduro;Nordkapp;705 Enduro;2018;23 fot;sold;2022-06-08;EXACT_SLUG_MATCH;1;0;id=351388463320 path=nordkapp-705-enduro brand=Nordkapp model=Nordkapp 705 Enduro year=None status=None act=yes
;Wolstenholme 38;wolstenholme-38;Wolstenholme;38;2004;38 fot;sold;2023-04-16;EXACT_SLUG_MATCH;1;0;id=351443310788 path=wolstenholme-38 brand= model=Wolstenholme 38 year=None status=None act=yes
;Goldfish 30 Sport #038;goldfish-30-sport-%23038;Goldfish;30 Sport;2023;32 fot;sold;2025-02-28;MULTIPLE_SIG_CANDIDATES;0;6;id=351479119073 path=goldfish-30-sport-2023 brand=Goldfish model=30 Sport year=2023 status=None act=yes ||| id=351484705011 path=goldfish-30-sport-t-top brand=Goldfish model=30 Sport T-Top year=2023 status=None act=yes ||| id=351475307767 path=goldfish-28-bullet brand=Goldfish model=28 Bullet year=2023 status=None act=yes ||| id=351475308734 path=goldfish-28-tender-6 brand=Goldfish model=28 Tender year=2023 status=None act=yes ||| id=351479078079 path=goldfish-23-tender-2023 brand=Goldfish model=Tender 23 year=2023 status=None act=yes ||| id=351443214534 path=goldfish-28-tender-7 brand=Goldfish model=Goldfish 28 Tender year=2023 status=None act=yes
;Goldfish 38 SuperSport - #021;goldfish-38-supersport---%23021;Goldfish;38 SuperSport;2018;38 fot;;2025-11-11;MULTIPLE_SIG_CANDIDATES;0;2;id=351414280426 path=goldfish-38-supersport brand=Goldfish model=38 supersport year=2018 status=None act=yes ||| id=351482911936 path=goldfish-38-supersport-021 brand=Goldfish model=38 SuperSport #021 year=2018 status=for-sale act=yes
;Skorgenes Sonic 445 Fly;skorgenes-sonic-445-fly;Skorgenes;Sonic 445 Fly;2012;44 fot;sold;2025-08-08;SIGNATURE_MATCH_ONLY;0;1;id=351443214531 path=skorgenes-445-sonic brand=Skorgenes model=445 Sonic year=2012 status=None act=yes
;Cranchi Mediterrane 47;cranchi-mediterrane-47;Cranchi;Mediterrane 47;2006;50 fot;sold;2025-03-12;EXACT_SLUG_MATCH;1;0;id=351456244952 path=cranchi-mediterrane-47 brand=Cranchi model=Mediterrane 47 year=2006 status=None act=yes
;Brig Eagle 8 Hankø Edition;brig-eagle-8-hank%C3%B8-edition;Brig;E8H;2023;26 fot;sold;2024-06-06;MULTIPLE_SIG_CANDIDATES;0;3;id=351475307748 path=23044-brig-eagle-8-hank-edition brand=BRIG model=23044 - Brig Eagle 8 Hankø Edition year=2023 status=None act=yes ||| id=351443089656 path=brig-eagle-10 brand=BRIG model=BRIg Eagle 10 year=2023 status=None act=yes ||| id=351481058533 path=brig-navigator-26 brand=BRIG model=Brig Navigator 26 year=2023 status=None act=yes
;Goldfish X12 Endurance;goldfish-x12-endurance;Goldfish;X12 Endurance;2019;41 feet;sold;2020-09-29;MULTIPLE_SIG_CANDIDATES;0;2;id=351479077102 path=goldfish-38-supersport-023 brand=Goldfish model=38 Supersport year=2019 status=for-sale act=yes ||| id=351446935757 path=goldfish-23-tender-7 brand=Goldfish model=Goldfish 23 Tender year=2019 status=None act=yes
;Nimbus 320 Coupé;nimbus-320-coup%C3%A9;Nimbus;320 Coupé;2003;32 fot;sold;2019-05-15;MULTIPLE_SIG_CANDIDATES;0;6;id=351443293420 path=nimbus-33-nova-2 brand=Nimbus model=Nimbus 33 Nova year=2003 status=None act=yes ||| id=351390253245 path=nimbus-nova-300r brand=Nimbus model=Nimbus Nova 300R year=2003 status=None act=yes ||| id=351484720356 path=nimbus-nova-33 brand=Nimbus model=Nimbus Nova 33 year=2003 status=None act=yes ||| id=351481095403 path=nimbus-33-nova-3 brand=Nimbus model=Nimbus 33 Nova year=2003 status=None act=yes ||| id=351481058537 path=nimbus-nova-33-2 brand=Nimbus model=Nimbus Nova 33 year=2003 status=None act=yes ||| id=351443185871 path=nimbus-nova-230r brand=Nimbus model=Nova 230R year=2003 status=None act=yes
;Bavaria 330 Sport HT;bavaria-330-sport-ht;Bavaria;330 Sport HT;2016;36 fot;sold;2024-01-26;MULTIPLE_SIG_CANDIDATES;0;4;id=351443280097 path=bavaria-sport-330-ht brand=Bavaria model=Sport 330 HT year=2016 status=None act=yes ||| id=351414280440 path=baveria-300-sport-s30 brand=Bavaria model=300 sport S30 year=2016 status=None act=yes ||| id=351443294402 path=fairline-squadron-43 brand=Bavaria model=Fairline Squadron 43 year=2016 status=None act=yes ||| id=351443201248 path=bavaria-33-ht brand=Bavaria model=Bavaria 33 HT year=2016 status=None act=yes
;Nimbus 29 Nova;nimbus-29-nova;Nimbus;29 Nova;2001;30 fot;sold;2021-11-10;EXACT_SLUG_MATCH;1;0;id=351443201223 path=nimbus-29-nova brand=Nimbus model=Nimbus 29 Nova year=None status=None act=yes
;Bavaria 37 AC;bavaria-37-ac;Bavaria;37 AC;2000;38 fot;sold;2019-05-15;MULTIPLE_SIG_CANDIDATES;0;2;id=351443201241 path=bavaria-38-ocean brand=Bavaria model=38 Ocean year=2000 status=None act=yes ||| id=351443310823 path=bavaria-42-2 brand=Bavaria model=42 year=2000 status=None act=yes
;Lagoon 560 S2;lagoon-560-s2;Lagoon;560 S2;2016;56 fot;sold;2025-02-25;EXACT_SLUG_MATCH;1;0;id=351443280103 path=lagoon-560-s2 brand=Lagoon model=560 S2 year=2016 status=None act=yes
;Hydrolift S24 Diablo;hydrolift-s24-diablo;Hydrolift;S24 Diablo;2010;24 fot;sold;2025-06-18;EXACT_SLUG_MATCH;1;0;id=351484705000 path=hydrolift-s24-diablo brand=Hydrolift model=S24 year=2010 status=None act=yes
X;Askeladden C83 Cruiser;askeladden-c83-cruiser;Askeladden;C83 Cruiser;2021;27 fot;sold;2024-01-26;EXACT_SLUG_PLUS_SIG_DUPES;1;7;id=351480934640 path=askeladden-c83-cruiser brand=Askeladden model=Askeladden C83 Cruiser year=2019 status=None act=yes ||| id=351481028825 path=askeladden-c80-cruiser brand=Askeladden model=C80 Cruiser year=2021 status=None act=yes ||| id=351443280105 path=askeladden-c83 brand=Askeladden model=Askeladden C83 year=2021 status=None act=yes ||| id=351475308733 path=askeladden-c83-2 brand=Askeladden model=Askeladden c83 year=2021 status=None act=yes ||| id=351479077109 path=askeladden-c80-2 brand=Askeladden model=C80 Cruiser year=2021 status=None act=yes ||| id=351443185880 path=askeladden-c80-cruiser-2 brand=Askeladden model=Askeladden C80 Cruiser  year=2021 status=None act=yes ||| id=351443201240 path=askeladden-c83-cruiser-tsi-2 brand=Askeladden model=Askeladden C83 Cruiser TSI year=2021 status=None act=yes ||| id=379030791369 path=None brand=Askeladden model=None year=2021 status=None act=None
;Chris-Craft 25 Corsair 2005;chris-craft-25-corsair-2005;Chris-Craft;25 Corsair;2005;27 fot;sold;2022-06-08;NO_MATCH_IN_HUBSPOT;0;0;
;Nidelv 725 Sport;nidelv-725-sport;Nidelv;725 Sport;2009;24 fot;sold;2021-08-18;EXACT_SLUG_MATCH;1;0;id=351443214526 path=nidelv-725-sport brand=Nidelv model=Nidelv 725 Sport year=None status=None act=yes
X;Bavaria 35 Sport;bavaria-35-sport;Bavaria;35 Sport;2005;35;;2025-09-11;EXACT_SLUG_PLUS_SIG_DUPES;1;6;id=350048534720 path=bavaria-35-sport brand=Bavaria model=Bavaria 35 Sport year=2007 status=None act=yes ||| id=351456244961 path=24034-bavaria-38-cruiser-thomas-borch-myhres-ddsbo brand=Bavaria model=Cruiser year=2005 status=None act=yes ||| id=351361855734 path=bavaria-39-cruiser brand=Bavaria model=Bavaria 39 Cruiser year=2005 status=None act=yes ||| id=350048534722 path=bavaria-42-cruiser-2 brand=Bavaria model=Bavaria 42 Cruiser year=2005 status=None act=yes ||| id=351446910176 path=bavaria-35-sport-2 brand=Bavaria model=Bavaria 35 Sport year=2005 status=for-sale act=yes ||| id=351443263691 path=bavaria-42-cruiser-3 brand=Bavaria model=42 Cruiser year=2005 status=None act=yes ||| id=350048534752 path=bavaria-39-cruiser-2 brand=Bavaria model=39 Cruiser year=2005 status=None act=yes
;Nimbus 34 Nova;nimbus-34-nova;Nimbus;34 Nova;2017;34 fot;sold;2020-09-01;SIGNATURE_MATCH_ONLY;0;1;id=351443214530 path=nimbus-31-nova brand=Nimbus model=Nimbus 31 Nova year=2017 status=None act=yes
X;Fairline Squadron 55;fairline-squadron-55;Fairline;Squadron 55;2002;55 fot;sold;2025-12-17;EXACT_SLUG_PLUS_SIG_DUPES;1;2;id=351484704998 path=fairline-squadron-55 brand=Fairline model=Squadron 55 year=2002 status=None act=yes ||| id=351481058527 path=fairline-phantom-43-2 brand=Fairline model=Fairline Phantom 43 year=2002 status=None act=yes ||| id=351480981722 path=fairline-targa-34-2 brand=Fairline model=Targa  year=2002 status=for-sale act=yes
;Dufour 385 GL;dufour-385-gl;Dufour;385 GL;2005;38,5 fot;sold;2025-03-27;NO_MATCH_IN_HUBSPOT;0;0;
;Goldfish 29 RIB Tender - 2009;goldfish-29-rib-tender---2009;Goldfish;29 RIB Tender;2009;29 fot;;2025-10-02;SIGNATURE_MATCH_ONLY;0;1;id=351446935762 path=goldfish-29-rib-tender-2009 brand=Goldfish model=Goldfish 29 RIB Tender (2009) year=2009 status=for-sale act=yes
